host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,name_length,description_length,host_about_length,bathroom,bathroom_type,host_verifications_count,amenities_count,days_joined
within an hour,90,86,FALSE,8,8,TRUE,Jurong West,West Region,1.34667,103.72143,apartment,Entire home/apt,8,3,3,256,15,1125,15,15,1125,1125,15,1125,0,0,26,301,10,0,0,88,9,8,10,9,8,8,FALSE,5,1,4,0,0.22,49,1000,57,4,Other,7,28,2643
within an hour,95,100,FALSE,68,68,TRUE,Kallang,Central Region,1.30971,103.86235,apartment,Private room,1,1,1,59,18,365,18,18,1125,1125,18,1125,29,59,89,364,2,0,0,90,9,8,9,9,10,10,TRUE,79,1,78,0,0.04,42,1000,84,3,Shared,5,28,1550
within an hour,90,86,FALSE,8,8,TRUE,Jurong West,West Region,1.34702,103.72349,apartment,Private room,3,1,2,89,5,1125,5,5,1125,1125,5,1125,0,29,59,334,10,0,0,88,9,9,9,9,9,9,FALSE,5,1,4,0,0.22,49,999,57,1.5,Other,7,32,2643
within an hour,100,71,FALSE,13,13,TRUE,Rochor,Central Region,1.31246,103.85441,townhouse,Private room,3,1,2,56,2,365,2,2,365,365,2,365,30,60,90,270,103,2,0,90,9,8,10,10,9,9,FALSE,8,1,7,0,2.2,24,998,NA,2.5,Shared,6,20,1888
within an hour,100,100,FALSE,8,8,TRUE,Orchard,Central Region,1.30411,103.83707,hostel,Private room,2,NA,1,321,1,1125,1,1,99,99,1,99,30,60,90,181,47,0,0,99,10,10,10,10,10,10,TRUE,7,0,7,0,1.12,42,651,86,1,Other,3,21,1393
within a few hours,92,15,FALSE,9,9,FALSE,Queenstown,Central Region,1.2926,103.76837,apartment,Shared room,3,1,1,19,5,1125,5,5,1125,1125,5,1125,21,51,81,81,9,0,0,89,9,8,9,9,9,9,FALSE,8,0,1,7,0.21,49,998,174,4,Shared,3,9,2755
within an hour,100,100,FALSE,8,8,TRUE,Orchard,Central Region,1.30411,103.83707,hostel,Private room,3,1,1,718,1,1125,1,1,99,99,1,99,2,24,52,141,24,0,0,98,10,10,10,10,10,9,TRUE,7,0,7,0,0.56,26,830,86,1,Private,3,22,1393
within an hour,100,100,FALSE,8,8,TRUE,Orchard,Central Region,1.30411,103.83707,hostel,Private room,3,1,1,634,1,1125,1,1,99,99,1,99,24,54,84,174,10,0,0,94,10,10,10,10,10,9,TRUE,7,0,7,0,0.23,27,830,86,1,Private,3,23,1393
within an hour,100,100,FALSE,8,8,TRUE,Orchard,Central Region,1.30411,103.83707,hostel,Private room,3,1,1,598,1,1125,1,1,99,99,1,99,26,56,86,177,22,1,0,97,10,10,10,10,10,10,TRUE,7,0,7,0,0.48,44,830,86,1,Private,3,23,1393
a few days or more,46,82,FALSE,126,126,TRUE,Newton,Central Region,1.30547,103.84647,condominium,Entire home/apt,3,1,1,130,25,1125,25,25,1125,1125,25,1125,30,60,90,365,3,0,0,87,8,8,9,9,10,8,FALSE,69,68,0,0,0.11,30,1000,396,1,Other,8,32,2118
a few days or more,46,82,FALSE,126,126,TRUE,Novena,Central Region,1.32851,103.84921,condominium,Entire home/apt,3,1,1,130,30,1125,30,30,1125,1125,30,1125,30,60,90,365,1,0,0,100,10,10,10,10,10,10,FALSE,69,68,0,0,0.04,32,1000,396,1,Other,8,26,2118
N/A,NA,NA,FALSE,1,1,FALSE,Geylang,Central Region,1.3161,103.89011,apartment,Entire home/apt,4,2,2,114,183,1125,183,183,1125,1125,183,1125,23,53,83,358,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA,41,363,NA,2,Other,2,16,1445
within an hour,100,100,FALSE,23,23,TRUE,Museum,Central Region,1.29782,103.84974,apartment,Private room,1,1,1,50,4,1125,4,4,1125,1125,4,1125,27,57,87,177,5,1,0,68,6,6,8,7,8,6,FALSE,19,1,18,0,0.19,45,519,567,2,Shared,5,14,2541
within an hour,100,100,FALSE,23,23,TRUE,Toa Payoh,Central Region,1.34336,103.84041,condominium,Private room,2,1,1,66,90,365,90,90,365,365,90,365,29,59,89,364,9,3,0,80,8,8,10,9,10,8,FALSE,19,1,18,0,0.19,32,821,567,2,Shared,5,24,2541
within a few hours,100,100,FALSE,43,43,FALSE,Singapore River,Central Region,1.28747,103.847,hostel,Hotel room,1,1,1,132,1,1125,1,1,1125,1125,1,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,44,0,2,1,NA,36,1000,605,0,Other,3,16,1750
within a few hours,93,9,FALSE,16,16,TRUE,Kallang,Central Region,1.31192,103.8588,condominium,Entire home/apt,6,1,2,167,1,1125,1,1,1125,1125,1,1125,16,46,76,351,1,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,16,16,0,0,0.02,43,1000,54,1,Other,8,35,2306
within a day,100,0,FALSE,1,1,FALSE,Bedok,East Region,1.31785,103.90726,apartment,Private room,2,NA,1,30,2,12,2,2,12,12,2,12,1,2,32,32,7,0,0,100,10,10,10,10,9,10,FALSE,1,0,1,0,0.15,11,208,NA,1,Other,7,13,1663
within a few hours,100,89,FALSE,40,40,TRUE,Singapore River,Central Region,1.28883,103.84935,serviced apartment,Entire home/apt,2,1,1,106,1,365,1,6,365,365,3.9,365,0,0,0,0,6,3,0,100,10,10,10,10,10,10,TRUE,38,35,1,0,0.15,48,999,1067,1,Other,5,25,2250
within a few hours,100,89,FALSE,40,40,TRUE,Singapore River,Central Region,1.28871,103.84845,serviced apartment,Entire home/apt,2,NA,1,98,1,365,1,6,365,365,3.9,365,28,58,88,336,68,28,1,96,10,10,10,10,10,10,TRUE,38,35,1,0,1.51,40,999,1067,1,Other,5,26,2250
within a few hours,100,89,FALSE,40,40,TRUE,Singapore River,Central Region,1.2887,103.84923,serviced apartment,Entire home/apt,1,1,1,93,1,365,1,6,365,365,3.9,365,28,58,88,336,47,15,0,97,10,10,10,10,10,9,TRUE,38,35,1,0,1.03,47,998,1067,1.5,Other,5,26,2250
within an hour,95,100,FALSE,68,68,TRUE,Outram,Central Region,1.28329,103.84129,apartment,Private room,1,1,1,69,90,365,90,90,1125,1125,90,1125,27,57,87,362,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,79,1,78,0,NA,35,1000,84,2,Shared,5,27,1550
within an hour,100,78,FALSE,3,3,TRUE,Bedok,East Region,1.31691,103.91025,house,Private room,2,1,1,40,1,1125,1,1,1125,1125,1,1125,30,60,90,90,50,0,0,92,9,9,9,9,9,9,FALSE,3,0,3,0,1.46,34,196,NA,1,Shared,6,10,1468
within an hour,90,86,FALSE,8,8,TRUE,Jurong West,West Region,1.34576,103.72296,apartment,Private room,3,1,2,70,7,1125,7,7,1125,1125,7,1125,1,1,27,302,8,1,1,88,10,9,10,10,10,10,FALSE,5,1,4,0,0.21,40,1000,57,1.5,Shared,7,28,2643
within a few hours,70,50,FALSE,4,4,FALSE,Yishun,North Region,1.4087,103.81946,house,Private room,2,1,1,199,7,1125,7,7,1125,1125,7,1125,8,38,68,343,36,0,0,91,9,9,10,9,8,9,TRUE,3,0,3,0,0.78,50,834,5,1,Private,4,14,1659
N/A,NA,100,FALSE,2,2,TRUE,Newton,Central Region,1.30953,103.83938,apartment,Private room,2,1,1,71,1,180,1,1,1125,1125,1,1125,0,0,0,64,52,7,0,94,10,9,10,10,9,10,FALSE,2,0,2,0,1.15,36,1000,NA,1,Private,6,24,1368
within a few hours,90,100,FALSE,6,6,TRUE,Orchard,Central Region,1.30193,103.83987,serviced apartment,Entire home/apt,2,NA,1,138,6,1125,6,6,1125,1125,6,1125,30,60,90,181,9,0,0,80,8,8,9,8,10,8,TRUE,6,6,0,0,0.21,45,999,169,1,Other,4,27,1366
N/A,NA,NA,FALSE,1,1,FALSE,Serangoon,North-East Region,1.35487,103.8687,apartment,Private room,4,1,1,375,7,1125,7,7,1125,1125,7,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,11,147,NA,1,Other,2,17,1366
within an hour,100,100,FALSE,1,1,TRUE,Rochor,Central Region,1.30087,103.85377,apartment,Entire home/apt,6,2,4,149,90,1125,90,90,1125,1125,90,1125,0,1,1,225,9,1,0,100,10,10,10,10,10,10,FALSE,1,1,0,0,0.2,42,1000,488,2,Other,8,22,2641
within an hour,100,97,TRUE,28,28,TRUE,Bedok,East Region,1.32079,103.91524,house,Private room,3,1,1,100,7,1125,7,7,1125,1125,7,1125,4,34,64,339,1,0,0,100,10,10,10,10,10,10,FALSE,28,0,28,0,0.03,45,1000,394,1,Private,3,16,1717
within an hour,100,97,TRUE,28,28,TRUE,Bedok,East Region,1.31986,103.9152,townhouse,Private room,2,1,1,90,4,1125,4,4,1125,1125,4,1125,0,27,57,147,4,2,0,95,10,10,10,10,10,9,FALSE,28,0,28,0,0.24,49,1000,394,1,Shared,3,22,1717
a few days or more,0,0,FALSE,2,2,TRUE,Clementi,West Region,1.3185500000000001,103.76017,condominium,Private room,2,1,1,59,10,1125,10,10,1125,1125,10,1125,30,60,90,90,15,0,0,87,9,8,9,10,10,9,FALSE,1,0,1,0,0.34,40,522,NA,1,Shared,7,27,1523
a few days or more,0,0,FALSE,3,3,TRUE,Jurong East,West Region,1.33522,103.74223,apartment,Private room,1,1,1,75,90,365,90,90,365,365,90,365,30,60,90,180,15,0,0,96,10,10,9,9,10,9,FALSE,5,1,4,0,0.36,35,997,NA,1,Shared,9,17,1364
within a few hours,100,92,TRUE,4,4,TRUE,Jurong West,West Region,1.34482,103.71469,house,Private room,1,1,1,58,180,365,180,180,365,365,180,365,0,27,57,332,4,0,0,100,10,10,10,10,9,10,FALSE,2,0,2,0,0.09,26,999,141,1,Shared,8,17,2518
N/A,NA,100,FALSE,22,22,TRUE,Outram,Central Region,1.28168,103.84644,hostel,Shared room,1,1,1,136,1,365,1,1,1,365,1,89.8,0,0,27,300,51,0,0,86,9,9,9,10,10,8,TRUE,3,0,1,2,1.17,43,942,572,3,Shared,4,15,3503
within an hour,100,97,TRUE,28,28,TRUE,Bedok,East Region,1.32556,103.91633,villa,Private room,2,1,1,130,7,1125,7,7,1125,1125,7,1125,0,29,59,334,6,3,0,90,10,9,10,10,9,10,FALSE,28,0,28,0,0.19,46,1000,394,1,Private,3,23,1717
within a few hours,100,89,FALSE,40,40,TRUE,Singapore River,Central Region,1.28706,103.84801,serviced apartment,Entire home/apt,1,NA,1,78,1,365,1,6,365,365,3.9,365,23,53,83,331,9,7,0,87,9,9,9,9,9,9,TRUE,38,35,1,0,0.38,50,998,1067,1,Other,5,25,2250
within a few hours,100,89,FALSE,40,40,TRUE,Downtown Core,Central Region,1.28302,103.84907,serviced apartment,Entire home/apt,2,NA,1,94,1,365,1,6,365,365,3.9,365,28,58,88,329,29,12,0,96,10,10,10,10,10,10,TRUE,38,35,1,0,1.11,50,1000,1067,1,Other,5,25,2250
within an hour,100,100,FALSE,23,23,TRUE,Museum,Central Region,1.29787,103.84968,apartment,Private room,1,1,0,75,90,360,90,90,360,360,90,360,27,57,87,362,10,0,0,82,9,7,9,9,10,8,FALSE,19,1,18,0,0.23,40,603,567,2,Shared,5,13,2541
N/A,NA,100,FALSE,2,2,TRUE,Newton,Central Region,1.30994,103.83999,apartment,Private room,2,1,1,72,1,90,1,1,1125,1125,1,1125,8,8,8,218,138,12,0,95,10,10,10,10,10,10,FALSE,2,0,2,0,3,32,999,NA,1,Private,6,23,1368
N/A,NA,NA,FALSE,1,1,FALSE,Downtown Core,Central Region,1.27541,103.84431,apartment,Entire home/apt,3,1,2,109,90,365,90,90,365,365,90,365,28,58,88,363,1,0,0,100,10,10,10,10,10,8,FALSE,1,1,0,0,0.03,50,1000,286,1.5,Other,3,42,1585
within a day,50,100,FALSE,1,1,FALSE,Bedok,East Region,1.30785,103.93181,tent,Entire home/apt,6,2,3,230,1,2,1,1,2,2,1,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA,32,580,NA,0.5,Other,3,1,1354
within an hour,100,100,FALSE,2,2,FALSE,Clementi,West Region,1.29446,103.76758,house,Private room,1,1,1,49,90,365,90,90,1125,1125,90,1125,0,0,0,273,1,0,0,100,10,10,10,10,10,10,FALSE,2,0,2,0,0.02,10,334,23,1,Private,4,12,1354
within an hour,100,97,TRUE,28,28,TRUE,Bedok,East Region,1.32374,103.9152,bungalow,Private room,2,1,1,130,28,1125,28,28,1125,1125,28,1125,0,0,0,146,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,28,0,28,0,NA,49,999,394,1,Private,3,24,1717
N/A,NA,NA,FALSE,1,1,TRUE,Downtown Core,Central Region,1.27317,103.84692,apartment,Entire home/apt,4,2,2,150,60,60,60,60,60,60,60,60,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA,44,999,143,2,Other,6,18,2995
a few days or more,46,82,FALSE,126,126,TRUE,Rochor,Central Region,1.30104,103.85105,condominium,Entire home/apt,6,3,0,238,30,1125,30,30,1125,1125,30,1125,30,60,90,365,6,0,0,76,8,9,9,8,9,8,FALSE,69,68,0,0,0.13,37,1000,396,2,Other,8,34,2118
within an hour,88,90,FALSE,3,3,TRUE,River Valley,Central Region,1.29539,103.84094,apartment,Private room,2,1,1,68,1,1125,1,1,1125,1125,1,1125,30,60,90,365,125,4,0,96,10,9,10,10,10,10,TRUE,2,0,2,0,2.77,48,734,NA,1,Shared,7,25,2112
within an hour,95,100,FALSE,68,68,TRUE,Kallang,Central Region,1.30931,103.86125,apartment,Private room,1,1,1,26,18,365,18,18,1125,1125,18,1125,29,59,89,364,1,0,0,100,10,10,10,10,10,10,TRUE,79,1,78,0,0.02,36,1000,84,3,Shared,5,28,1550
a few days or more,17,77,FALSE,13,13,TRUE,Kallang,Central Region,1.30968,103.87366,townhouse,Private room,2,1,1,49,365,1125,2,365,1125,1125,261.7,1125,30,60,90,365,68,3,0,90,9,9,10,10,10,9,FALSE,11,0,11,0,1.56,34,252,NA,0.5,Shared,6,12,1906
within an hour,95,100,FALSE,68,68,TRUE,Kallang,Central Region,1.30822,103.86306,apartment,Private room,1,1,1,28,18,365,18,18,1125,1125,18,1125,29,59,89,364,2,2,0,100,10,10,10,10,10,8,TRUE,79,1,78,0,0.28,38,1000,84,3,Shared,5,28,1550
a few days or more,0,NA,FALSE,1,1,FALSE,Woodlands,North Region,1.43195,103.79652,private room,Private room,1,1,1,50,1,2,1,1,2,2,1,2,27,57,87,362,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,1,0,1,0,NA,50,727,66,1,Shared,1,10,1345
N/A,NA,NA,FALSE,1,1,TRUE,Outram,Central Region,1.27554,103.84119,apartment,Private room,1,1,1,70,180,1125,180,180,1125,1125,180,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,38,252,NA,1,Private,6,8,1342
within an hour,100,96,TRUE,266,266,TRUE,Marine Parade,Central Region,1.30735,103.89918,apartment,Entire home/apt,4,1,1,108,30,1125,30,30,1125,1125,30,1125,0,0,28,303,21,1,0,97,10,10,10,10,10,10,TRUE,123,123,0,0,0.46,48,1000,589,1,Other,5,30,1728
within a day,100,NA,FALSE,1,1,FALSE,Bukit Timah,Central Region,1.32891,103.81295,condominium,Entire home/apt,6,4,3,350,180,364,180,180,1125,1125,180,1125,30,60,90,270,1,0,0,100,10,10,10,10,10,10,TRUE,1,1,0,0,0.03,39,468,NA,4.5,Other,3,13,2945
a few days or more,0,NA,FALSE,1,1,FALSE,Kallang,Central Region,1.32785,103.86462,condominium,Entire home/apt,2,1,1,100,3,30,3,3,30,30,3,30,24,54,84,85,1,0,0,80,10,10,NA,10,NA,NA,TRUE,1,1,0,0,0.02,46,334,NA,1,Other,3,14,2026
within a day,100,100,TRUE,2,2,FALSE,Woodlands,North Region,1.44728,103.79809,apartment,Private room,3,1,2,66,4,360,4,4,1125,1125,4,1125,0,28,58,333,40,4,0,96,10,9,10,10,9,10,TRUE,2,0,2,0,0.89,42,1000,5,1,Private,3,21,1341
within a few hours,88,100,FALSE,2,2,TRUE,Kallang,Central Region,1.31873,103.85952,apartment,Private room,2,1,1,75,3,1125,3,3,1125,1125,3,1125,29,59,89,179,73,2,0,92,10,10,10,10,10,9,FALSE,2,0,2,0,1.62,49,999,115,1,Shared,9,22,1995
within an hour,95,100,FALSE,68,68,TRUE,Kallang,Central Region,1.3094,103.86309,apartment,Private room,1,1,1,23,18,365,18,18,1125,1125,18,1125,27,57,87,362,1,0,0,100,10,8,10,10,10,10,TRUE,79,1,78,0,0.04,36,1000,84,3,Shared,5,27,1550
within an hour,100,91,TRUE,16,16,FALSE,Bedok,East Region,1.31907,103.9084,condominium,Entire home/apt,4,1,1,119,30,1125,30,30,1125,1125,30,1125,3,30,60,335,29,2,1,100,10,10,10,10,10,10,FALSE,7,7,0,0,0.65,48,1000,389,1,Other,3,32,2748
within an hour,100,91,TRUE,16,16,FALSE,Bedok,East Region,1.31825,103.90729,apartment,Entire home/apt,4,1,1,125,28,1125,28,28,1125,1125,28,1125,23,53,83,358,19,3,1,97,10,10,10,10,9,9,FALSE,7,7,0,0,0.46,49,1000,389,1,Other,3,30,2748
within a day,100,94,TRUE,1,1,TRUE,Bukit Merah,Central Region,1.28342,103.82818,condominium,Private room,2,1,1,999,1,1125,1,1,1125,1125,1,1125,23,53,83,358,6,0,0,100,10,10,9,10,10,10,FALSE,1,0,1,0,0.13,42,1000,107,1,Other,5,15,2255
within an hour,100,99,FALSE,5,5,TRUE,Geylang,Central Region,1.31481,103.8868,apartment,Entire home/apt,6,3,4,161,2,1125,2,2,1125,1125,2,1125,9,31,61,95,29,1,0,89,9,9,10,10,9,9,TRUE,3,3,0,0,0.68,14,998,91,3,Other,9,25,2061
within an hour,100,100,FALSE,5,5,FALSE,Jurong West,West Region,1.34525,103.69375,apartment,Private room,2,1,1,75,2,1125,2,2,1125,1125,2,1125,29,59,89,364,20,2,0,96,10,10,10,10,10,9,FALSE,3,0,3,0,0.62,50,814,496,1,Shared,6,27,1774
within an hour,95,100,FALSE,68,68,TRUE,Kallang,Central Region,1.30999,103.86117,apartment,Private room,1,1,1,26,18,365,18,18,1125,1125,18,1125,29,59,89,364,1,0,0,100,10,10,10,10,10,10,FALSE,79,1,78,0,0.02,36,1000,84,3,Shared,5,28,1550
N/A,NA,NA,FALSE,1,1,FALSE,Downtown Core,Central Region,1.2746,103.84181,apartment,Private room,4,NA,1,73,365,1125,365,365,1125,1125,365,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,46,149,NA,1,Other,2,9,1333
within a few hours,90,100,FALSE,20,20,TRUE,River Valley,Central Region,1.29779,103.83642999999999,serviced apartment,Hotel room,2,NA,1,145,6,1125,6,6,1125,1125,6,1125,30,60,90,339,7,0,0,89,10,9,10,10,10,9,TRUE,17,2,1,0,0.16,46,1000,113,1,Other,6,22,1450
within a few hours,90,100,FALSE,20,20,TRUE,River Valley,Central Region,1.29738,103.83698,serviced apartment,Hotel room,2,NA,1,135,6,1125,6,6,1125,1125,6,1125,30,60,90,339,16,0,0,90,9,9,10,10,10,9,TRUE,17,2,1,0,0.37,48,704,113,1,Other,6,25,1450
N/A,NA,NA,FALSE,1,1,TRUE,Choa Chu Kang,West Region,1.40255,103.74826,apartment,Private room,1,1,2,220,7,90,7,7,1125,1125,7,1125,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,50,674,2794,1.5,Shared,6,12,3291
within an hour,67,43,FALSE,1,1,TRUE,Pasir Ris,East Region,1.36883,103.96253,apartment,Private room,1,1,1,48,1,1125,1,1,1125,1125,1,1125,30,60,90,365,235,7,0,92,10,10,10,10,10,9,FALSE,1,0,1,0,5.23,29,662,NA,1,Other,8,24,1478
within an hour,100,98,FALSE,127,127,TRUE,Kallang,Central Region,1.30751,103.86146,apartment,Private room,1,1,1,27,18,365,18,18,1125,1125,18,1125,1,1,1,1,2,0,0,90,10,8,10,10,8,9,FALSE,136,2,134,0,0.05,38,1000,70,3,Shared,5,28,3149
within a few hours,100,89,FALSE,40,40,TRUE,Downtown Core,Central Region,1.27937,103.84518,serviced apartment,Entire home/apt,2,1,1,82,90,1125,90,90,1125,1125,90,1125,30,60,90,365,11,0,0,91,9,9,10,10,10,10,FALSE,38,35,1,0,0.25,39,1000,1067,1,Other,5,17,2250
within a day,80,71,FALSE,4,4,TRUE,Rochor,Central Region,1.30246,103.85052,townhouse,Entire home/apt,2,1,2,120,3,1125,3,3,1125,1125,3,1125,25,55,85,360,70,5,0,94,10,9,10,10,10,9,FALSE,4,4,0,0,1.6,47,799,265,1,Other,5,20,1597
within a few hours,90,100,FALSE,20,20,TRUE,Orchard,Central Region,1.29925,103.83852,serviced apartment,Hotel room,2,NA,1,115,6,1125,6,6,1125,1125,6,1125,29,59,89,338,7,0,0,89,9,9,9,9,9,8,TRUE,17,2,1,0,0.16,48,1000,113,1,Other,6,29,1450
within a few hours,100,93,TRUE,2,2,TRUE,Clementi,West Region,1.29529,103.76583,house,Private room,1,1,0,40,90,180,90,90,180,180,90,180,1,1,1,271,29,9,0,100,10,10,10,10,10,10,FALSE,2,0,2,0,0.75,47,856,276,1,Shared,7,22,2063
within a few hours,100,89,FALSE,40,40,TRUE,Downtown Core,Central Region,1.29721,103.85407,apartment,Entire home/apt,2,1,1,80,90,1125,90,90,1125,1125,90,1125,17,17,17,261,7,0,0,100,10,9,10,10,10,10,FALSE,38,35,1,0,0.24,41,1000,1067,1,Other,5,15,2250
within a few hours,100,80,FALSE,9,9,TRUE,Newton,Central Region,1.30696,103.83596,serviced apartment,Hotel room,2,1,1,342,6,1125,6,6,1125,1125,6,1125,30,60,90,365,3,0,0,93,10,10,10,9,10,10,TRUE,7,4,0,0,0.1,48,1000,93,1,Other,3,33,1397
within a few hours,100,80,FALSE,9,9,TRUE,Newton,Central Region,1.30696,103.83596,serviced apartment,Hotel room,2,1,1,343,6,1125,6,6,1125,1125,6,1125,27,57,87,362,8,0,0,98,10,9,10,10,10,9,TRUE,7,4,0,0,0.23,50,1000,93,1,Other,3,39,1397
within a few hours,100,80,FALSE,9,9,TRUE,Newton,Central Region,1.30696,103.83596,serviced apartment,Hotel room,2,1,1,342,6,1125,6,6,1125,1125,6,1125,30,60,90,365,2,0,0,90,9,9,10,9,9,9,TRUE,7,4,0,0,0.06,49,1000,93,1,Other,3,33,1397
N/A,NA,NA,FALSE,2,2,FALSE,Bedok,East Region,1.31353,103.93536,house,Private room,1,1,1,35,90,365,90,90,365,365,90,365,30,60,90,365,10,1,0,96,10,10,10,10,9,10,TRUE,2,0,2,0,0.23,50,757,NA,1,Private,4,22,1341
N/A,NA,NA,FALSE,0,0,TRUE,Sembawang,North Region,1.44503,103.82575,apartment,Entire home/apt,2,1,1,70,92,300,92,92,300,300,92,300,30,60,90,91,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA,8,223,NA,1,Other,9,12,1314
within an hour,95,100,FALSE,68,68,TRUE,Outram,Central Region,1.28412,103.84245,apartment,Private room,1,1,1,39,18,365,18,18,1125,1125,18,1125,25,55,85,360,1,0,0,100,10,10,10,10,10,10,TRUE,79,1,78,0,0.03,20,999,84,1,Private,5,29,1550
within an hour,100,98,FALSE,127,127,TRUE,Kallang,Central Region,1.31176,103.85688,apartment,Private room,1,1,1,31,18,365,18,18,365,365,18,365,11,41,71,346,2,1,0,90,10,10,10,9,10,10,FALSE,136,2,134,0,0.06,39,1000,70,2,Shared,5,28,3149
within an hour,100,97,TRUE,28,28,TRUE,Bedok,East Region,1.31948,103.91496,house,Private room,2,1,1,90,7,1125,7,7,1125,1125,7,1125,30,60,90,180,3,2,0,100,10,10,10,10,10,9,FALSE,28,0,28,0,0.13,40,999,394,1,Shared,3,17,1717
within a few hours,100,NA,FALSE,1,1,FALSE,Ang Mo Kio,North-East Region,1.36619,103.84749,apartment,Private room,1,1,1,35,1,5,1,1,5,5,1,5,1,1,27,118,11,0,0,91,9,10,10,9,10,9,FALSE,1,0,1,0,0.45,43,592,NA,1,Shared,3,12,1844
within a day,83,100,FALSE,1,1,TRUE,Bedok,East Region,1.32839,103.91407,condominium,Private room,2,1,1,60,2,21,2,3,21,21,2.7,21,20,50,80,170,16,1,0,100,10,10,10,10,9,10,FALSE,1,0,1,0,0.45,27,155,14,1,Shared,7,21,3024
within an hour,100,99,FALSE,6,6,TRUE,Kallang,Central Region,1.31851,103.85178,guest suite,Entire home/apt,2,1,2,89,3,1125,3,3,1125,1125,3,1125,26,56,86,86,71,5,0,94,10,9,10,10,9,9,TRUE,6,2,4,0,1.63,49,1000,42,1.5,Other,5,26,1801
within an hour,100,98,FALSE,127,127,TRUE,Outram,Central Region,1.28412,103.84245,apartment,Private room,1,1,1,59,18,365,18,18,1125,1125,18,1125,21,51,81,356,1,0,0,100,10,10,10,10,10,10,FALSE,136,2,134,0,0.02,32,1000,70,1,Private,5,29,3149
within a few hours,100,98,FALSE,75,75,TRUE,Outram,Central Region,1.28412,103.84245,apartment,Private room,1,1,1,59,18,1125,18,18,1125,1125,18,1125,21,51,81,356,1,0,0,80,8,8,10,10,10,6,FALSE,108,2,106,0,0.03,27,1000,84,1,Private,7,23,2660
N/A,NA,NA,FALSE,1,1,FALSE,Hougang,North-East Region,1.3741,103.90023,apartment,Private room,1,1,1,168,1,60,1,1,60,60,1,60,28,58,88,363,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,1,0,1,0,NA,27,315,NA,1,Shared,2,7,1305
N/A,NA,NA,FALSE,1,1,FALSE,Hougang,North-East Region,1.37447,103.89955,apartment,Private room,1,NA,1,188,1,1125,1,1,1125,1125,1,1125,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA,26,121,NA,1,Private,3,7,1306
N/A,NA,100,FALSE,22,22,TRUE,Outram,Central Region,1.28174,103.84627,hostel,Private room,1,NA,1,45,1,365,1,1,1,365,1,89.2,0,0,27,302,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,3,0,1,2,NA,49,918,572,1,Other,4,4,3503
N/A,NA,100,FALSE,22,22,TRUE,Outram,Central Region,1.2813,103.84592,hostel,Shared room,1,1,1,45,1,365,1,1,1,365,1,89.2,0,0,27,302,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,3,0,1,2,NA,50,1000,572,1,Shared,4,11,3503
a few days or more,0,NA,FALSE,10,10,FALSE,Downtown Core,Central Region,1.27425,103.84474,hotel,Private room,6,2,3,500,1,1125,1,1,1125,1125,1,1125,0,0,0,0,3,0,0,93,9,9,10,10,10,8,FALSE,10,0,10,0,0.08,38,793,103,2,Other,4,20,1302
a few days or more,0,NA,FALSE,10,10,FALSE,Outram,Central Region,1.27577,103.84309,hotel,Private room,4,1,1,400,1,1125,1,1,1125,1125,1,1125,0,0,0,0,1,0,0,100,10,10,10,10,10,10,FALSE,10,0,10,0,0.06,44,792,103,1,Private,4,20,1302
